대상시설명,위도,경도
세화유치원,35.24534842,129.2204395
소망어린이집,35.24960271,129.211719
숲속원광유치원,35.31051099,129.1735765
신정초등학교,35.32865722,129.167652
신진초등학교,35.24092086,129.1714623
신진초등학교병설유치원,35.24092086,129.1714623
엔젤어린이집,35.237074,129.210457
월내초등학교,35.32806456,129.2824809
월내초등학교병설유치원,35.32806456,129.2824809
월평초등학교,35.35969505,129.1383592
월평초등학교병설유치원,35.35969505,129.1383592
일광초등학교,35.26821044,129.2230225
일광유치원,35.26770528,129.2236935
장안어린이집,35.317128,129.258986
장안초등학교,35.31195211,129.2395584
장안초등학교병설유치원,35.31195211,129.2395584
전원어린이집,35.255537,129.2132298
정관5어린이집,35.32633378,129.1822247
정관무지개유치원,35.32960716,129.1782003
정관아이비어린이집,35.32344446,129.1847375
정관아이숲유치원,35.33616945,129.171847
정관초등학교,35.32321474,129.1718500316
정관초등학교병설유치원,35.32321474,129.1718500316
정관피올라유치원,35.32854076,129.1795703
정원초등학교,35.33196633,129.1672717
정원초등학교병설유치원,35.33196633,129.1672717
좌천초등학교,35.31195211,129.2395584
좌천초등학교병설유치원,35.31195211,129.2395584
죽성초등학교,35.24066288,129.2465849
죽성초등학교병설유치원,35.24275475,129.243628
참조은어린이집,35.25117979,129.214396
철마초등학교,35.27521883,129.1512357
철마초등학교병설유치원,35.27521883,129.1512357
초록어린이집,35.2519894,129.214818
칠암어린이집,35.299023,129.2564867
칠암초등학교,35.298748,129.2559105
칠암초등학교병설유치원,35.298771,129.2559105
큰별샘유치원,35.332977,129.172661
푸른숲유치원,35.217064,129.1977769
피터팬유치원,35.331573,129.1790794
한성어린이집,35.323573,129.184771
한솔기장유치원,35.23823163,129.2154127
한솔어린이집,35.23823163,129.2154127
해누리유치원,35.3292615,129.171932
효성유치원,35.2493646,129.215285
해빛초등학교,35.26477294,129.2214912
해빛유치원,35.26430354,129.2224512
방곡유치원,35.32292968,129.1867088
숲속나라유치원,35.33548724,129.1729533
부산정관산업단지공동직장어린이집,35.31742069,129.1863713
내리초등학교 병설유치원,35.2057615,129.2055036
봄뜰어린이집,35.3211301,129.1902501
