시설종류,대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자
어린이집,백조어린이집,부산광역시 해운대구 우동1로85번길 16,부산광역시 해운대구 우동 379-2,35.168481,129.155576,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,5~10,2023-10-12
유치원,버드내유치원,부산광역시 해운대구 우동2로 40-5,부산광역시 해운대구 우동 404-4,35.16799293,129.158474,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,7~14,2023-10-12
외국인학교,부산외국인학교,부산광역시 해운대구 대천로67번길 45,부산광역시 해운대구 좌동 1366-3,35.17370749,129.1649832,부산광역시 해운대구,부산광역시 해운대경찰서,N,,7~12.5,2023-10-12
초등학교,부흥초교,부산광역시 해운대구 좌동순환로 216,부산광역시 해운대구 좌동 1303,35.17578498,129.1781921,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,7.5~13.5,2023-10-12
유치원,쁘띠포레유치원,부산광역시 해운대구 양운로 182,부산광역시 해운대구 좌동 1394,35.17870863,129.1699419,부산광역시 해운대구,부산광역시 해운대경찰서,N,,20,2023-10-12
초등학교,삼어초교,부산광역시 해운대구 삼어로91번길 73,부산광역시 해운대구 반여동 1138,35.2086973,129.1158546,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,5~12,2023-10-12
초등학교,상당초교,부산광역시 해운대구 세실로 173,부산광역시 해운대구 좌동 1405,35.179695,129.1760294,부산광역시 해운대구,부산광역시 해운대경찰서,Y,3,12~12.5,2023-10-12
유치원,서광자연유치원,부산광역시 해운대구 달맞이길117번라길 16,부산광역시 해운대구 중동 1494-9,35.15926763,129.1798671,부산광역시 해운대구,부산광역시 해운대경찰서,Y,3,5~8.9,2023-10-12
어린이집,세나어린이집,부산광역시 해운대구 윗반송로51번길 34,부산광역시 해운대구 반송동 216-10,35.22983963,129.1553873,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,4~11,2023-10-12
어린이집,세종어린이집,부산광역시 해운대구 달맞이길117번라길 86,부산광역시 해운대구 중동 1484-13,35.161753,129.182313,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,6,2023-10-12
유치원,센텀유치원,부산광역시 해운대구 센텀중앙로 142,부산광역시 해운대구 재송동 1197,35.17950161,129.1232765,부산광역시 해운대구,부산광역시 해운대경찰서,Y,,12.3~29.5,2023-10-12
초등학교,센텀초교,부산광역시 해운대구 센텀중앙로 166,부산광역시 해운대구 재송동 1198,35.18114187,129.1219407,부산광역시 해운대구,부산광역시 해운대경찰서,Y,2,12.3~29.5,2023-10-12
유치원,센텀향도,부산광역시 해운대구 해운대로61번길 107-22,부산광역시 해운대구 반여동 1291-833,35.19518162,129.1303175,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,,2023-10-12
초등학교,송수초교,부산광역시 해운대구 해운대로76번길 35,부산광역시 해운대구 재송동 935-1,35.189832,129.119287,부산광역시 해운대구,부산광역시 해운대경찰서,Y,2,7~9,2023-10-12
유치원,송수초교 병설유치원,부산광역시 해운대구 해운대로76번길 35,부산광역시 해운대구 재송동 935-1,35.189826,129.119229,부산광역시 해운대구,부산광역시 해운대경찰서,Y,,7~9,2023-10-12
초등학교,송운초교,부산광역시 해운대구 신반송로 20,부산광역시 해운대구 반송동 893,35.22861126,129.1573917,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,4~11,2023-10-12
초등학교,송정초교,부산광역시 해운대구 해운대로 1164-9,부산광역시 해운대구 송정동 935,35.18957289,129.2047827,부산광역시 해운대구,부산광역시 해운대경찰서,Y,2,5.5~15.5,2023-10-12
초등학교,신곡초교,부산광역시 해운대구 좌동순환로 290,부산광역시 해운대구 좌동 1324,35.169981,129.1818694,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,12.5~16,2023-10-12
초등학교,신도초교,부산광역시 해운대구 좌동순환로 34,부산광역시 해운대구 좌동 1346,35.16948362,129.1673789,부산광역시 해운대구,부산광역시 해운대경찰서,Y,2,9~14.5,2023-10-12
초등학교,신재초교,부산광역시 해운대구 해운대로81번길 55,부산광역시 해운대구 재송동 1024-1,35.19176921,129.122731,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,5.5~9,2023-10-12
초등학교,양운초교,부산광역시 해운대구 대천로67번길 36,부산광역시 해운대구 좌동 1372,35.174719,129.1667065,부산광역시 해운대구,부산광역시 해운대경찰서,Y,2,7~20,2023-10-12
유치원,양운초교 병설유치원,부산광역시 해운대구 대천로67번길 36,부산광역시 해운대구 좌동 1372,35.174719,129.1667065,부산광역시 해운대구,부산광역시 해운대경찰서,Y,,7~20,2023-10-12
유치원,여명유치원,부산광역시 해운대구 재반로118번길 92,부산광역시 해운대구 재송동 1155-9,35.191034,129.130659,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,5.5~6.5,2023-10-12
유치원,왕자와공주유치원,부산광역시 해운대구 좌동순환로299번길 11,부산광역시 해운대구 좌동 1439,35.16956973,129.1850498,부산광역시 해운대구,부산광역시 해운대경찰서,Y,,12.5~16,2023-10-12
어린이집,우2동어린이집,부산광역시 해운대구 해운대로383번가길 3-9,부산광역시 해운대구 우동 1185-164,35.171533,129.139974,부산광역시 해운대구,부산광역시 해운대경찰서,Y,2,6~9,2023-10-12
유치원,우주유치원,부산광역시 해운대구 선수촌로 95,부산광역시 해운대구 반여동 1199-11,35.20064959,129.1172223,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,26~33,2023-10-12
초등학교,운봉초교,부산광역시 해운대구 신반송로 11-20,부산광역시 해운대구 반송동 229,35.22928177,129.1591812,부산광역시 해운대구,부산광역시 해운대경찰서,Y,3,8~12.5,2023-10-12
유치원,운봉초교 병설유치원,부산광역시 해운대구 신반송로 11-20,부산광역시 해운대구 반송동 229,35.22928177,129.1591812,부산광역시 해운대구,부산광역시 해운대경찰서,Y,,8~12.5,2023-10-12
초등학교,운송초교,부산광역시 해운대구 반송로 839,부산광역시 해운대구 반송동 683-1,35.22863884,129.1460864,부산광역시 해운대구,부산광역시 해운대경찰서,Y,2,10~20,2023-10-12
유치원,은혜유치원,부산광역시 해운대구 선수촌로21번길 35,부산광역시 해운대구 반여동 1477-14,35.19579536,129.1163322,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,7~8.5,2023-10-12
초등학교,인지초교,부산광역시 해운대구 반여로 128,부산광역시 해운대구 반여동 1625,35.20287941,129.1251192,부산광역시 해운대구,부산광역시 해운대경찰서,Y,2,5~16,2023-10-12
유치원,인천유치원,부산광역시 해운대구 재반로12번길 16,부산광역시 해운대구 재송동 100-9,35.17967041,129.1275308,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,5,2023-10-12
어린이집,인천꿈나무,부산광역시 해운대구 재반로12번길 16,부산광역시 해운대구 재송동 100-9,35.17967041,129.1275308,부산광역시 해운대구,부산광역시 해운대경찰서,N,,,2023-10-12
초등학교,장산초교,부산광역시 해운대구 선수촌로 68,부산광역시 해운대구 반여동 1425-5,35.200053,129.1196525,부산광역시 해운대구,부산광역시 해운대경찰서,Y,3,6~10,2023-10-12
어린이집,재능어린이집,부산광역시 해운대구 재송1로46번길 43,부산광역시 해운대구 재송동 1091-4,35.185743,129.1234959,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,4~5.5,2023-10-12
유치원,재송,부산광역시 해운대구 재반로50번길 22,부산광역시 해운대구 재송동 124-2,35.183725,129.1275505,부산광역시 해운대구,부산광역시 해운대경찰서,Y,,5.5~9,2023-10-12
어린이집,재송,부산광역시 해운대구 재반로50번길 22,부산광역시 해운대구 재송동 124-2,35.183725,129.1275505,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,5.5~9,2023-10-12
초등학교,재송초교,부산광역시 해운대구 재반로64번길 33,부산광역시 해운대구 재송동 1120-3,35.18643932,129.1277644,부산광역시 해운대구,부산광역시 해운대경찰서,Y,3,7~8.5,2023-10-12
초등학교,좌동초교,부산광역시 해운대구 세실로 127,부산광역시 해운대구 좌동 1292,35.17601642,129.175188,부산광역시 해운대구,부산광역시 해운대경찰서,Y,2,7.5~12.5,2023-10-12
유치원,좌동초교 병설유치원,부산광역시 해운대구 세실로 127,부산광역시 해운대구 좌동 1292,35.17601642,129.175188,부산광역시 해운대구,부산광역시 해운대경찰서,Y,2,7.5~12.5,2023-10-12
초등학교,좌산초교,부산광역시 해운대구 좌동순환로311번길 7,부산광역시 해운대구 좌동 1444,35.16885589,129.1838587,부산광역시 해운대구,부산광역시 해운대경찰서,Y,2,10~20,2023-10-12
유치원,중일유치원,부산광역시 해운대구 좌동순환로468번길 29,부산광역시 해운대구 중동 798-2,35.162812,129.1725444,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,4~8,2023-10-12
어린이집,창신어린이집,부산광역시 해운대구 반송로 895,부산광역시 해운대구 반송동 363-24,35.231518,129.151576,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,23,2023-10-12
어린이집,파랑새어린이집,부산광역시 해운대구 신반송로 21,부산광역시 해운대구 반송동 233-4,35.22898712,129.1585232,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,5~8,2023-10-12
유치원,파랑새유치원,부산광역시 해운대구 신반송로 21,부산광역시 해운대구 반송동 233-4,35.22898806,129.1585212,부산광역시 해운대구,부산광역시 해운대경찰서,Y,,5~8,2023-10-12
유치원,푸른유치원,부산광역시 해운대구 세실로 19,부산광역시 해운대구 좌동 1333,35.16739639,129.1794388,부산광역시 해운대구,부산광역시 해운대경찰서,Y,,16~26,2023-10-12
유치원,풀꽃유치원,부산광역시 해운대구 선수촌로 122,부산광역시 해운대구 반여동 1638,35.20386972,129.1216813,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,7~9,2023-10-12
어린이집,풀빛어린이집,부산광역시 해운대구 선수촌로78번길 17-5,부산광역시 해운대구 반여동 1446-1,35.20107662,129.1200088,부산광역시 해운대구,부산광역시 해운대경찰서,Y,,6~10,2023-10-12
유치원,하늘숲유치원,부산광역시 해운대구 송정중앙로15번길 107,부산광역시 해운대구 송정동 199-21,35.187666,129.2051117,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,5,2023-10-12
유치원,해강유치원,부산광역시 해운대구 해운대해변로 87,부산광역시 해운대구 우동 994-1,35.16176438,129.143163,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,11,2023-10-12
초등학교,해강초교,부산광역시 해운대구 해운대해변로 73,부산광역시 해운대구 우동 1005-19,35.16215428,129.1417217,부산광역시 해운대구,부산광역시 해운대경찰서,Y,2,18.5~20,2023-10-12
초등학교,해동초교,부산광역시 해운대구 우동1로 104,부산광역시 해운대구 우동 345-1,35.170376,129.1554473,부산광역시 해운대구,부산광역시 해운대경찰서,Y,3,5,2023-10-12
유치원,해뜨는유치원,부산광역시 해운대구 청사포로 27,부산광역시 해운대구 좌동 1448,35.16652076,129.1864212,부산광역시 해운대구,부산광역시 해운대경찰서,Y,,10~20,2023-10-12
초등학교,해림초교,부산광역시 해운대구 해운대로469번길 42,부산광역시 해운대구 우동 1025-11,35.165072,129.1438995,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,7~9.5,2023-10-12
유치원,해성유치원,부산광역시 해운대구 중동2로 20-3,부산광역시 해운대구 중동 1373-1,35.16391269,129.1645423,부산광역시 해운대구,부산광역시 해운대경찰서,Y,,9~26,2023-10-12
초등학교,해송초교,부산광역시 해운대구 좌동순환로402번길 32,부산광역시 해운대구 좌동 1338,35.16424492,129.179501,부산광역시 해운대구,부산광역시 해운대경찰서,Y,2,16~26,2023-10-12
유치원,해운대자연유치원,부산광역시 해운대구 대천로103번길 61,부산광역시 해운대구 좌동 1398,35.18066759,129.1738662,부산광역시 해운대구,부산광역시 해운대경찰서,Y,,12~12.5,2023-10-12
초등학교,해운대초교,부산광역시 해운대구 중동2로24번길 30,부산광역시 해운대구 중동동 1234,35.16490791,129.1656509,부산광역시 해운대구,부산광역시 해운대경찰서,Y,4,9~26,2023-10-12
어린이집,해운대푸른어린이집,부산광역시 해운대구 세실로 7,부산광역시 해운대구 좌동 1331,35.16539442,129.179719,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,13.3,2023-10-12
초등학교,해원초교,부산광역시 해운대구 마린시티2로 10,부산광역시 해운대구 우동 1405-4,35.15882007,129.1439605,부산광역시 해운대구,부산광역시 해운대경찰서,Y,2,17,2023-10-12
어린이집,효원어린이집,부산광역시 해운대구 세실로 158,부산광역시 해운대구 좌동 1412,35.17818274,129.1787522,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,6.5,2023-10-12
특수학교,배화학교,부산광역시 수영구 연수로310번길 73,,35.16911304,129.1029495,부산광역시 수영구청,연제경찰서,Y,,6~12,2023-06-13
초등학교,광남초등,부산광역시 수영구 광안해변로 115,,35.14507176,129.1134247,부산광역시 수영구청,남부경찰서,Y,1,4~8,2023-06-13
초등학교,광안초등,부산광역시 수영구 광안로21번가길 38,,35.15652651,129.1171796,부산광역시 수영구청,남부경찰서,Y,,5~16,2023-06-13
초등학교,남천초등,부산광역시 수영구 남천서로 14,,35.14351616,129.1071266,부산광역시 수영구청,남부경찰서,Y,,6,2023-06-13
초등학교,망미초등,부산광역시 수영구 수미로35번길 27,,35.17491546,129.1143903,부산광역시 수영구청,연제경찰서,Y,1,6~10,2023-06-13
초등학교,민락초등,부산광역시 수영구 광남로257번길 12,,35.1609477,129.126942,부산광역시 수영구청,남부경찰서,Y,1,6~8,2023-06-13
초등학교,민안초등,부산광역시 수영구 감포로38번길 33,,35.16306671,129.1212163,부산광역시 수영구청,남부경찰서,Y,,6~8,2023-06-13
초등학교,배산초등,부산광역시 수영구 망미배산로48번길 85-15,,35.1771617,129.1019364,부산광역시 수영구청,연제경찰서,Y,,6,2023-06-13
초등학교,수미초등,부산광역시 수영구 연수로310번길 91,,35.168751,129.1037225,부산광역시 수영구청,연제경찰서,Y,,6,2023-06-13
초등학교,수영초등,부산광역시 수영구 광서로16번길 33,,35.1661244,129.112038,부산광역시 수영구청,남부경찰서,Y,,6,2023-06-13
초등학교,호암초등,부산광역시 수영구 호암로 57,,35.15816402,129.106338,부산광역시 수영구청,남부경찰서,Y,,6,2023-06-13
유치원,금련사유치원,부산광역시 수영구 광일로67번길 16,,35.16220888,129.1055151,부산광역시 수영구청,남부경찰서,Y,,6~16,2023-06-13
유치원,옥련유치원,부산광역시 수영구 광남로257번길 58(민락동),,35.16136852,129.126575,부산광역시 수영구청,남부경찰서,Y,,6~8,2023-06-13
유치원,나은유치원,부산광역시 수영구 망미번영로13번길 45,,35.16891594,129.105372,부산광역시 수영구청,남부경찰서,Y,,6,2023-06-13
유치원,남부산유치원,부산광역시 수영구 광남로48번길 41,,35.14627775,129.1139995,부산광역시 수영구청,남부경찰서,Y,,8,2023-06-13
유치원,명성유치원,부산광역시 수영구 망미번영로 88,,35.174976,129.111513,부산광역시 수영구청,연제경찰서,Y,,6~10,2023-06-13
유치원,백산자연유치원,부산광역시 수영구 무학로69번길 66,,35.16416005,129.120504,부산광역시 수영구청,남부경찰서,Y,,6~12,2023-06-13
유치원,분도유치원,부산광역시 수영구 수영로497번길 18,,35.151155,129.110711,부산광역시 수영구청,남부경찰서,Y,,6~8,2023-06-13
유치원,성모유치원,부산광역시 수영구 민락본동로27번길 15,,35.158778,129.127833,부산광역시 수영구청,남부경찰서,Y,,6~20,2023-06-13
유치원,수영로유치원,부산광역시 수영구 수영로679번길 9,,35.16638033,129.114368,부산광역시 수영구청,남부경찰서,Y,,8,2023-06-13
유치원,에버그린,부산광역시 수영구 망미배산로 104-7,,35.17568303,129.0967838,부산광역시 수영구청,연제경찰서,Y,,6,2023-06-13
유치원,남천유치원,부산광역시 수영구 남천서로14(남천동),,35.14351616,129.1071266,부산광역시 수영구청,남부경찰서,Y,,4~12,2023-06-13
유치원,천사유치원,부산광역시 수영구 수영로427번길 15,,35.144304,129.1082535,부산광역시 수영구청,남부경찰서,Y,,4~12,2023-06-13
유치원,평화유치원,부산광역시 수영구 연수로312번길 2,,35.171675,129.1043065,부산광역시 수영구청,연제경찰서,N,,4~12,2023-06-13
유치원,호암유치원,부산광역시 수영구 수영로545번길 29,,35.154799,129.110787,부산광역시 수영구청,남부경찰서,Y,,6~8,2023-06-13
유치원,경은유치원,부산광역시 수영구 무학로63번길 110(민락동),,35.16592721,129.1192309,부산광역시 수영구청,남부경찰서,Y,,6~12,2023-06-13
어린이집,영주암어린이집,부산광역시 수영구 망미배산로76번나길 11,,35.17638465,129.099125,부산광역시 수영구청,연제경찰서,Y,,6~8,2023-06-13
어린이집,광안,부산광역시 수영구 광일로29번가길 66,,35.160923,129.107123,부산광역시 수영구청,남부경찰서,Y,,6,2023-06-13
어린이집,도산,부산광역시 수영구 무학로63번길 5,,35.161442,129.120507,부산광역시 수영구청,남부경찰서,Y,1,6~20,2023-06-13
어린이집,동성큰사랑어린이집,부산광역시 수영구 황령산로8번길 6,,35.14779554,129.109744,부산광역시 수영구청,남부경찰서,Y,,6~8,2023-06-13
어린이집,수아&영이어린이집,부산광역시 수영구 광안로35번길 9,,35.15601405,129.116138,부산광역시 수영구청,남부경찰서,Y,,6,2023-06-13
어린이집,수영동산어린이집,부산광역시 수영구 망미번영로70번길 155,,35.16923128,129.1160253,부산광역시 수영구청,연제경찰서,Y,1,6,2023-06-13
어린이집,중앙어린이집,부산광역시 수영구 황령산로 42,,35.14929409,129.106525,부산광역시 수영구청,남부경찰서,N,,8,2023-06-13
어린이집,바다빛어린이집,부산광역시 수영구 민락수변로7번길 60,,35.15551931,129.1265241,부산광역시 수영구청,남부경찰서,Y,,7~11,2023-06-13
유치원,수영초교병설유치원,부산광역시 수영구 광서로16번길 33(광안동),,35.1661244,129.112038,부산광역시 수영구청,남부경찰서,Y,,6,2023-06-13
유치원,광안초교병설유치원,부산광역시 수영구 광안로21번가길 38,,35.15652651,129.1171796,부산광역시 수영구청,남부경찰서,Y,,5~16,2023-06-13
유치원,민락초교병설유치원,부산광역시 수영구 광남로257번길 12(민락동),,35.1609477,129.126942,부산광역시 수영구청,남부경찰서,Y,,6~8,2023-06-13
유치원,광남초교병설유치원,부산광역시 수영구 광안해변로 115(남천2동),,35.14507176,129.1134247,부산광역시 수영구청,남부경찰서,Y,,4~8,2023-06-13
초등학교,남성초등학교,부산광역시 중구 샘길 14,부산광역시 중구 대청동1가 10,35.10571479,129.0344121,부산광역시 중구청,부산중부경찰서,Y,5,3~20,2023-09-06
초등학교,보수초등학교,부산광역시 중구 흑교로 74,부산광역시 중구 보수동1가 50-1,35.10607045,129.0242806,부산광역시 중구청,부산중부경찰서,Y,3,5~20,2023-09-06
초등학교,광일초등학교,부산광역시 중구 중구로 74,부산광역시 중구 대청동4가 95,35.10400525,129.0298609,부산광역시 중구청,부산중부경찰서,Y,2,4~14,2023-09-06
초등학교,봉래초등학교,부산광역시 중구 대영로226번길 15,부산광역시 중구 영주동 582-2,35.11139656,129.0355679,부산광역시 중구청,부산중부경찰서,Y,3,4~15,2023-09-06
어린이집,노틀담어린이집,부산광역시 중구 망양로 309,부산광역시 중구 대청동4가 75-7,35.10578438,129.0282389,부산광역시 중구청,부산중부경찰서,Y,1,8~10,2023-09-06
어린이집,대청어린이집,부산광역시 중구 망양로383번안길 25,부산광역시 중구 영주동222-2,35.11033945,129.0293914,부산광역시 중구청,부산중부경찰서,Y,1,7.5,2023-09-06
어린이집,영주어린이집,부산광역시 중구 망양로 396,부산광역시 중구 영주동 160,35.11186507,129.0295565,부산광역시 중구청,부산중부경찰서,Y,1,7~8,2023-09-06
어린이집,다사랑어린이집,부산광역시 중구 보수대로140번길 61,부산광역시 중구 보수동1가 48-2,35.10618152,129.024695,부산광역시 중구청,부산중부경찰서,Y,1,5,2023-09-06
유치원,숲속리더유치원,부산광역시 중구 책방골목길 17-12,부산광역시 중구 보수동1가 145-19,35.10376001,129.0272895,부산광역시 중구청,부산중부경찰서,Y,2,6~8,2023-09-06
유치원,광일초등학교병설유치원,부산광역시 중구 중구로 74,부산광역시 중구 대청동4가 95,35.10400525,129.0298609,부산광역시 중구청,부산중부경찰서,Y,2,4~5,2023-09-06
유치원,봉래초등학교병설유치원,부산광역시 중구 대영로226번길 15,부산광역시 중구 영주동 582-2,35.11139656,129.0355679,부산광역시 중구청,부산중부경찰서,Y,3,4~15,2023-09-06
특수학교,혜송학교,부산광역시 서구 천마로50번길 1,부산광역시 서구 남부민동 611-43,35.08187619,129.0225205,부산광역시 서구,서부경찰서,Y,1,4~12,2023-08-11
초등학교,부민초등학교,부산광역시 서구 고운들로 12,부산광역시 서구 부용동2가 11,35.10597015,129.0199224,부산광역시 서구,서부경찰서,Y,2,6~20,2023-08-11
유치원,놀이아유치원,부산광역시 서구 부용로32번길 9,부산광역시 서구 부용동2가 39,35.10746281,129.018361,부산광역시 서구,서부경찰서,N,,8~12,2023-08-11
유치원,내원정사유치원,부산광역시 서구 대신공원로 32,부산광역시 서구 서대신동3가 6-1,35.1200013,129.0187421,부산광역시 서구,서부경찰서,N,,4~10,2023-08-11
유치원,노틀담유치원,부산광역시 서구 임시수도기념로 61-32,부산광역시 서구 부민동3가 22,35.10275932,129.0168341,부산광역시 서구,서부경찰서,N,,4~12,2023-08-11
유치원,영락유치원,부산광역시 서구 대청로 8,부산광역시 서구 부민동1가 22-1,35.10312312,129.020921,부산광역시 서구,서부경찰서,N,,6~20,2023-08-11
초등학교,아미초등학교,부산광역시 서구 해돋이로 241,부산광역시 서구 아미동2가 89,35.09811433,129.0163118,부산광역시 서구,서부경찰서,Y,1,6~12,2023-08-11
초등학교,남부민초등학교,부산광역시 서구 천마로 153,부산광역시 서구 남부민동 76,35.08941809,129.0233338,부산광역시 서구,서부경찰서,Y,1,4~12,2023-08-11
초등학교,대신초등학교,부산광역시 서구 대신로 63,부산광역시 서구 서대신동3가 195,35.11618072,129.0117821,부산광역시 서구,서부경찰서,Y,1,4~20,2023-08-11
초등학교,화랑초등학교,부산광역시 서구 대영로86번길 56,부산광역시 서구 동대신동1가 348,35.10824222,129.0205048,부산광역시 서구,서부경찰서,Y,1,6~30,2023-08-11
초등학교,동신초등학교,부산광역시 서구 대영로85번길 81-19,부산광역시 서구 동대신동3가 315,35.11386005,129.017591,부산광역시 서구,서부경찰서,N,,6~25,2023-08-11
초등학교,천마초등학교,부산광역시 서구 천해로7번길 38,부산광역시 서구 암남동 81-11,35.081681,129.0182396,부산광역시 서구,서부경찰서,N,,6~12,2023-08-11
어린이집,으뜸어린이집(아동종합보호센터),부산광역시 서구 까치고개로 183,부산광역시 서구 아미동2가 127,35.10019443,129.0158674,부산광역시 서구,서부경찰서,N,,6~20,2023-08-11
유치원,남부민초등학교 병설유치원,부산광역시 서구 천마로 153,부산광역시 서구 남부민동 76,35.08941809,129.0233338,부산광역시 서구,서부경찰서,N,,4~12,2023-08-11
유치원,동신초등학교 병설유치원,부산광역시 서구 대영로85번길 81-19,부산광역시 서구 동대신동3가 315,35.11386005,129.0175903,부산광역시 서구,서부경찰서,N,,6~25,2023-08-11
유치원,마리아유치원,부산광역시 서구 구덕로333번길 36,부산광역시 서구 서대신동3가 319,35.11318735,129.0142573,부산광역시 서구,서부경찰서,N,,6~15,2023-08-11
유치원,푸른유치원,부산광역시 서구 남부민로 34,부산광역시 서구 남부민동 300,35.08439865,129.0232186,부산광역시 서구,서부경찰서,N,,4~12,2023-08-11
초등학교,토성초등학교,부산광역시 서구 구덕로134번길 45,부산광역시 서구 토성동2가 25,35.09924271,129.0212827,부산광역시 서구,서부경찰서,Y,1,8~20,2023-08-11
초등학교,송도초등학교,부산광역시 서구 충무대로 25,부산광역시 서구 암남동 313,35.07835411,129.0160446,부산광역시 서구,서부경찰서,Y,2,4~15,2023-08-11
초등학교,구덕초등학교,부산광역시 서구 보수대로 312,부산광역시 서구 서대신동3가 41-1,35.120431,129.0125312,부산광역시 서구,서부경찰서,Y,2,4~25,2023-08-11
어린이집,가람어린이집,부산광역시 서구 해돋이로 420,부산광역시 서구 서대신동2가 500-61,35.108271,129.009521,부산광역시 서구,서부경찰서,N,,4~12,2023-08-11
어린이집,천마어린이집,부산광역시 서구 천해로13번길 58,부산광역시 서구 남부민동 609-208,35.082031,129.0178683,부산광역시 서구,서부경찰서,N,,6~12,2023-08-11
초등학교,알로이시오초등학교,부산광역시 서구 천해로13번길 16-9,부산광역시 서구 암남동 2-18,35.08331635,129.0163674,부산광역시 서구,서부경찰서,Y,1,5~12,2023-08-11
유치원,토성초등학교,부산광역시 서구 구덕로134번길 45,부산광역시 서구 토성동2가 25,35.09924271,129.0212827,부산광역시 서구,서부경찰서,Y,1,8~20,2023-08-11
어린이집,개원어린이집,부산광역시 부산진구 백양관문로77번길 33,부산광역시 부산진구 개금동 1-19,35.16450196,129.0277604,부산광역시 부산진구청,부산진경찰서,Y,1,,2023-07-07
어린이집,부산광역시청어린이집,부산광역시 부산진구 거제천로40번길 31,부산광역시 부산진구 양정동 250-1,35.1792288,129.0727223,부산광역시 부산진구청,부산진경찰서,Y,1,,2023-07-07
어린이집,부산진구 사회복지관어린이집,부산광역시 부산진구 복지로 117-12,부산광역시 부산진구 개금동 산 57-9,35.1426032,129.0201649,부산광역시 부산진구청,부산진경찰서,Y,1,,2023-07-07
어린이집,양정삼성어린이집,부산광역시 부산진구 연수로11번길 34,부산광역시 부산진구 양정동 271-18,35.17479967,129.0737388,부산광역시 부산진구청,부산진경찰서,Y,1,,2023-07-07
어린이집,한빛어린이집,부산광역시 부산진구 동평로39번길 106,부산광역시 부산진구 당감동 633-1,35.1676615,129.0292801,부산광역시 부산진구청,부산진경찰서,Y,4,,2023-07-07
어린이집,초원사랑어린이집,부산광역시 부산진구 가야대로 635-20,부산광역시 부산진구 당감동 109-1,35.1569219,129.0422729,부산광역시 부산진구청,부산진경찰서,Y,1,,2023-07-07
어린이집,당감복지관 나리어린이집,부산광역시 부산진구 당감서로 16,부산광역시 부산진구 당감동 818-220,35.162359,129.0366013,부산광역시 부산진구청,부산진경찰서,Y,1,,2023-07-07
어린이집,연지꿈동산어린이집,부산광역시 부산진구 성지로51번길 24,부산광역시 부산진구 연지동 10-4,35.17576988,129.0538634,부산광역시 부산진구청,부산진경찰서,Y,1,,2023-07-07
유치원,개금유치원,부산광역시 부산진구 냉정로178번길 13,부산광역시 부산진구 개금동 835,35.14933558,129.0196731,부산광역시 부산진구청,부산진경찰서,Y,2,,2023-07-07
유치원,예종유치원(구.초읍유치원),부산광역시 부산진구 성지로 116,부산광역시 부산진구 초읍동 178-6,35.18046668,129.0515273,부산광역시 부산진구청,부산진경찰서,Y,1,,2023-07-07
유치원,춘해유치원,부산광역시 부산진구 안창로14번길 78,부산광역시 부산진구 범천동 1536,35.1461264,129.0433841,부산광역시 부산진구청,부산진경찰서,N,,,2023-07-07
유치원,큰별유치원,부산광역시 부산진구 백양대로260번길 16,부산광역시 부산진구 개금동 419-3,35.1565111,129.0222699,부산광역시 부산진구청,부산진경찰서,N,,,2023-07-07
유치원,한사랑유치원,부산광역시 부산진구 양지로11번길 64,부산광역시 부산진구 양정동 345-2,35.1714866,129.0717271,부산광역시 부산진구청,부산진경찰서,Y,1,,2023-07-07
유치원,현대일신유치원,부산광역시 부산진구 거제대로 37,부산광역시 부산진구 양정동 458-20,35.17075418,129.0664592,부산광역시 부산진구청,부산진경찰서,Y,1,,2023-07-07
유치원,화승유치원,부산광역시 부산진구 당감로 79,부산광역시 부산진구 부암동 500,35.16840379,129.0373261,부산광역시 부산진구청,부산진경찰서,Y,1,,2023-07-07
유치원,화인유치원,부산광역시 부산진구 성지로14번길 65,부산광역시 부산진구 연지동 50-6,35.17282726,129.0586357,부산광역시 부산진구청,부산진경찰서,Y,1,,2023-07-07
